id,clasificacion_cliente
44072,segmento_2
44073,segmento_1
44074,segmento_1
44075,segmento_1
22819,segmento_2
44076,segmento_1
32162,segmento_4
44077,segmento_1
8876,segmento_2
44078,segmento_2
44079,segmento_1
44080,segmento_2
44081,segmento_1
44082,segmento_1
44083,segmento_2
44084,segmento_1
44085,segmento_3
44086,segmento_1
8817,segmento_2
44087,segmento_2
44088,segmento_1
44089,segmento_2
44090,segmento_1
44091,segmento_1
44092,segmento_1
44093,segmento_2
44094,segmento_2
44095,segmento_2
13409,segmento_1
44096,segmento_1
44097,segmento_1
44098,segmento_1
44099,segmento_1
44100,segmento_1
44101,segmento_2
44102,segmento_1
44103,segmento_1
44104,segmento_1
44105,segmento_2
44106,segmento_1
44107,segmento_1
44108,segmento_1
44109,segmento_1
44110,segmento_1
44111,segmento_2
44112,segmento_1
44113,segmento_1
44114,segmento_1
44115,segmento_1
44116,segmento_1
44117,segmento_1
44118,segmento_1
44119,segmento_1
44120,segmento_1
44121,segmento_1
44122,segmento_1
44123,segmento_2
13222,segmento_2
44124,segmento_1
44125,segmento_1
44126,segmento_1
44127,segmento_1
44128,segmento_1
44129,segmento_2
44130,segmento_2
44131,segmento_2
44132,segmento_3
44133,segmento_1
44134,segmento_3
44135,segmento_1
44136,segmento_1
44137,segmento_1
44138,segmento_2
44139,segmento_2
44140,segmento_2
44141,segmento_1
44142,segmento_1
44143,segmento_3
44144,segmento_1
44145,segmento_2
44146,segmento_1
44147,segmento_1
44148,segmento_1
44149,segmento_1
44150,segmento_1
44151,segmento_1
44152,segmento_1
44153,segmento_1
44154,segmento_1
18088,segmento_1
44155,segmento_1
44156,segmento_1
44157,segmento_1
44158,segmento_1
44159,segmento_1
44160,segmento_3
44161,segmento_2
44162,segmento_1
44163,segmento_1
44164,segmento_1
44165,segmento_1
44166,segmento_1
44167,segmento_1
44168,segmento_2
44169,segmento_1
44170,segmento_2
44171,segmento_3
44172,segmento_2
44173,segmento_3
44174,segmento_1
44175,segmento_1
44176,segmento_3
44177,segmento_3
44178,segmento_2
44179,segmento_3
25474,segmento_2
30107,segmento_3
6925,segmento_3
6926,segmento_2
30440,segmento_2
44180,segmento_2
44181,segmento_3
44182,segmento_2
44183,segmento_1
36927,segmento_1
17285,segmento_2
44184,segmento_1
44185,segmento_3
44186,segmento_2
44187,segmento_3
44188,segmento_2
44189,segmento_2
34776,segmento_2
25398,segmento_3
31240,segmento_2
44190,segmento_2
44191,segmento_2
25555,segmento_3
44192,segmento_2
6437,segmento_4
44193,segmento_2
44194,segmento_2
44195,segmento_2
44196,segmento_2
44197,segmento_1
44198,segmento_2
44199,segmento_3
44200,segmento_1
44201,segmento_2
44202,segmento_2
44203,segmento_2
44204,segmento_2
2668,segmento_2
44205,segmento_2
44206,segmento_2
44207,segmento_3
44208,segmento_3
25395,segmento_2
7924,segmento_3
6847,segmento_3
25384,segmento_2
44209,segmento_3
16393,segmento_3
25548,segmento_2
44210,segmento_1
44211,segmento_3
44212,segmento_2
44213,segmento_3
26676,segmento_3
44214,segmento_2
44215,segmento_2
30727,segmento_3
44216,segmento_2
16623,segmento_2
44217,segmento_2
6965,segmento_2
44218,segmento_3
44219,segmento_2
44220,segmento_1
44221,segmento_1
21445,segmento_2
2086,segmento_3
44222,segmento_2
30007,segmento_3
25527,segmento_3
16255,segmento_4
20815,segmento_2
44223,segmento_4
44224,segmento_2
29997,segmento_3
1849,segmento_2
44225,segmento_3
44226,segmento_2
44227,segmento_3
31278,segmento_2
44228,segmento_2
44229,segmento_2
21599,segmento_1
2002,segmento_2
44230,segmento_2
44231,segmento_3
44232,segmento_2
34385,segmento_3
44233,segmento_1
44234,segmento_1
44235,segmento_3
44236,segmento_2
44237,segmento_1
44238,segmento_2
1845,segmento_1
44239,segmento_2
29799,segmento_3
44240,segmento_2
29837,segmento_3
44241,segmento_2
35226,segmento_2
44242,segmento_2
17356,segmento_2
44243,segmento_2
44244,segmento_2
44245,segmento_3
44246,segmento_3
44247,segmento_4
16214,segmento_2
44248,segmento_2
15841,segmento_3
44249,segmento_3
25430,segmento_3
44250,segmento_1
44251,segmento_3
44252,segmento_3
44253,segmento_2
44254,segmento_4
44255,segmento_2
44256,segmento_3
44257,segmento_2
44258,segmento_2
44259,segmento_3
44260,segmento_1
34458,segmento_3
44261,segmento_3
35486,segmento_2
44262,segmento_3
11547,segmento_2
44263,segmento_2
44264,segmento_2
44265,segmento_2
44266,segmento_2
44267,segmento_3
25859,segmento_3
44268,segmento_3
11121,segmento_2
36653,segmento_1
44269,segmento_2
44270,segmento_2
44271,segmento_3
44272,segmento_3
35856,segmento_2
44273,segmento_3
44274,segmento_2
44275,segmento_2
44276,segmento_3
44277,segmento_1
44278,segmento_3
44279,segmento_2
44280,segmento_2
44281,segmento_2
44282,segmento_3
44283,segmento_3
35568,segmento_3
44284,segmento_3
44285,segmento_2
44286,segmento_3
44287,segmento_2
44288,segmento_2
21515,segmento_4
44289,segmento_3
44290,segmento_2
44291,segmento_3
11399,segmento_2
11625,segmento_3
44292,segmento_2
44293,segmento_3
44294,segmento_3
44295,segmento_3
44296,segmento_2
11162,segmento_2
44297,segmento_4
44298,segmento_3
44299,segmento_2
44300,segmento_2
44301,segmento_3
44302,segmento_2
44303,segmento_1
44304,segmento_1
44305,segmento_2
44306,segmento_3
44307,segmento_2
44308,segmento_3
44309,segmento_3
34397,segmento_3
44310,segmento_3
20151,segmento_3
30335,segmento_3
23168,segmento_2
44311,segmento_1
44312,segmento_3
44313,segmento_2
44314,segmento_2
30968,segmento_1
44315,segmento_3
44316,segmento_2
44317,segmento_2
44318,segmento_2
30276,segmento_3
44319,segmento_2
44320,segmento_2
44321,segmento_2
44322,segmento_3
31522,segmento_1
29793,segmento_2
44323,segmento_3
36150,segmento_4
44324,segmento_2
44325,segmento_2
16867,segmento_2
44326,segmento_2
44327,segmento_3
44328,segmento_2
44329,segmento_1
44330,segmento_1
30684,segmento_2
7659,segmento_1
44331,segmento_2
3008,segmento_1
44332,segmento_2
44333,segmento_2
44334,segmento_3
16634,segmento_2
21846,segmento_2
7803,segmento_2
44335,segmento_1
26470,segmento_3
44336,segmento_3
44337,segmento_2
44338,segmento_3
44339,segmento_2
20686,segmento_3
44340,segmento_3
16100,segmento_3
44341,segmento_2
26673,segmento_2
44342,segmento_2
12879,segmento_2
44343,segmento_3
44344,segmento_2
44345,segmento_3
44346,segmento_4
11615,segmento_1
16229,segmento_2
44347,segmento_1
44348,segmento_2
16233,segmento_2
2257,segmento_3
24816,segmento_1
34900,segmento_3
44349,segmento_3
44350,segmento_3
44351,segmento_3
44352,segmento_3
44353,segmento_3
44354,segmento_3
44355,segmento_2
44356,segmento_3
44357,segmento_2
44358,segmento_3
44359,segmento_2
16387,segmento_3
44360,segmento_2
16756,segmento_2
44361,segmento_3
44362,segmento_3
44363,segmento_2
44364,segmento_2
44365,segmento_3
44366,segmento_2
44367,segmento_3
44368,segmento_2
21225,segmento_3
44369,segmento_2
3191,segmento_2
44370,segmento_3
32530,segmento_1
44371,segmento_3
44372,segmento_3
44373,segmento_2
26313,segmento_3
35918,segmento_1
44374,segmento_1
44375,segmento_1
20751,segmento_3
44376,segmento_3
17039,segmento_3
44377,segmento_2
44378,segmento_1
44379,segmento_1
44380,segmento_1
4579,segmento_2
31374,segmento_3
44381,segmento_2
44382,segmento_2
44383,segmento_1
44384,segmento_3
44385,segmento_4
44386,segmento_3
44387,segmento_3
44388,segmento_2
44389,segmento_2
16167,segmento_2
8212,segmento_2
44390,segmento_1
17666,segmento_1
44391,segmento_2
44392,segmento_2
44393,segmento_3
44394,segmento_2
37096,segmento_3
44395,segmento_2
44396,segmento_2
44397,segmento_3
26438,segmento_3
44398,segmento_4
44399,segmento_3
35084,segmento_3
44400,segmento_3
44401,segmento_2
44402,segmento_2
44403,segmento_3
44404,segmento_3
44405,segmento_2
44406,segmento_2
44407,segmento_3
44408,segmento_2
30429,segmento_4
44409,segmento_2
44410,segmento_3
44411,segmento_2
44412,segmento_3
6585,segmento_2
6859,segmento_3
44413,segmento_2
1867,segmento_2
44414,segmento_2
44415,segmento_2
44416,segmento_3
44417,segmento_2
44418,segmento_1
44419,segmento_1
44420,segmento_2
44421,segmento_3
44422,segmento_1
4755,segmento_2
44423,segmento_3
44424,segmento_3
25116,segmento_3
44425,segmento_1
35349,segmento_2
44426,segmento_2
37081,segmento_1
44427,segmento_2
34883,segmento_3
44428,segmento_2
44429,segmento_2
44430,segmento_2
44431,segmento_4
44432,segmento_2
44433,segmento_2
2723,segmento_2
44434,segmento_2
44435,segmento_2
44436,segmento_1
44437,segmento_1
44438,segmento_3
15910,segmento_3
2064,segmento_3
44439,segmento_3
44440,segmento_3
1927,segmento_2
15852,segmento_2
44441,segmento_2
26390,segmento_1
44442,segmento_2
44443,segmento_2
44444,segmento_3
44445,segmento_2
44446,segmento_1
44447,segmento_1
44448,segmento_2
30686,segmento_2
15990,segmento_3
44449,segmento_1
44450,segmento_3
44451,segmento_3
44452,segmento_2
44453,segmento_1
44454,segmento_3
44455,segmento_3
44456,segmento_3
25293,segmento_1
15778,segmento_2
2356,segmento_2
44457,segmento_3
44458,segmento_3
44459,segmento_3
11822,segmento_2
7166,segmento_1
44460,segmento_2
25999,segmento_3
44461,segmento_2
44462,segmento_2
44463,segmento_3
44464,segmento_1
44465,segmento_2
15946,segmento_2
44466,segmento_2
44467,segmento_2
15984,segmento_3
18186,segmento_3
44468,segmento_1
44469,segmento_2
44470,segmento_3
44471,segmento_3
26097,segmento_2
44472,segmento_3
44473,segmento_2
44474,segmento_1
44475,segmento_3
44476,segmento_2
44477,segmento_2
44478,segmento_3
44479,segmento_3
44480,segmento_1
44481,segmento_2
28000,segmento_3
44482,segmento_3
7317,segmento_2
44483,segmento_2
6439,segmento_2
44484,segmento_3
44485,segmento_3
44486,segmento_2
44487,segmento_1
44488,segmento_1
15797,segmento_3
25084,segmento_2
44489,segmento_3
1923,segmento_2
44490,segmento_2
44491,segmento_2
11220,segmento_2
44492,segmento_2
44493,segmento_2
44494,segmento_3
15769,segmento_1
44495,segmento_3
44496,segmento_1
44497,segmento_1
44498,segmento_1
44499,segmento_1
14021,segmento_2
44500,segmento_3
44501,segmento_1
29736,segmento_3
44502,segmento_1
44503,segmento_3
44504,segmento_3
4434,segmento_2
6757,segmento_3
20456,segmento_2
7136,segmento_3
44505,segmento_2
44506,segmento_3
11251,segmento_4
44507,segmento_3
44508,segmento_3
44509,segmento_2
44510,segmento_3
25899,segmento_2
44511,segmento_2
44512,segmento_2
44513,segmento_2
44514,segmento_3
44515,segmento_2
44516,segmento_3
44517,segmento_3
9355,segmento_3
7386,segmento_1
12408,segmento_2
44518,segmento_3
44519,segmento_1
44520,segmento_1
44521,segmento_2
44522,segmento_1
44523,segmento_1
44524,segmento_1
11355,segmento_2
4297,segmento_3
44525,segmento_3
2541,segmento_1
44526,segmento_1
44527,segmento_2
44528,segmento_3
44529,segmento_1
17330,segmento_2
44530,segmento_1
44531,segmento_1
44532,segmento_2
44533,segmento_2
44534,segmento_2
44535,segmento_2
44536,segmento_2
44537,segmento_2
16209,segmento_2
44538,segmento_2
12823,segmento_3
8365,segmento_2
11908,segmento_2
44539,segmento_2
44540,segmento_2
44541,segmento_3
44542,segmento_3
44543,segmento_2
44544,segmento_2
44545,segmento_3
44546,segmento_3
44547,segmento_2
35954,segmento_2
44548,segmento_3
44549,segmento_3
44550,segmento_2
44551,segmento_3
44552,segmento_2
44553,segmento_3
44554,segmento_3
25939,segmento_1
9339,segmento_1
25465,segmento_3
44555,segmento_4
2731,segmento_2
44556,segmento_3
12203,segmento_2
44557,segmento_3
44558,segmento_3
44559,segmento_3
44560,segmento_2
30530,segmento_3
44561,segmento_3
44562,segmento_2
44563,segmento_3
16697,segmento_2
30215,segmento_1
44564,segmento_3
44565,segmento_3
3512,segmento_2
36483,segmento_1
44566,segmento_3
44567,segmento_1
30138,segmento_2
44568,segmento_2
44569,segmento_2
35361,segmento_2
44570,segmento_3
44571,segmento_1
44572,segmento_2
44573,segmento_3
44574,segmento_3
44575,segmento_2
44576,segmento_2
2858,segmento_3
44577,segmento_2
44578,segmento_3
35222,segmento_3
34624,segmento_4
12858,segmento_3
25498,segmento_3
44579,segmento_3
44580,segmento_3
31024,segmento_4
44581,segmento_3
44582,segmento_3
26705,segmento_2
44583,segmento_2
44584,segmento_3
7603,segmento_2
44585,segmento_2
25758,segmento_3
44586,segmento_3
25469,segmento_2
44587,segmento_3
35230,segmento_2
44588,segmento_2
44589,segmento_3
44590,segmento_3
44591,segmento_3
25440,segmento_3
44592,segmento_3
44593,segmento_2
44594,segmento_2
44595,segmento_3
44596,segmento_2
44597,segmento_2
44598,segmento_2
9070,segmento_2
44599,segmento_2
44600,segmento_3
44601,segmento_3
30157,segmento_2
44602,segmento_2
44603,segmento_3
44604,segmento_3
6561,segmento_2
44605,segmento_1
11168,segmento_3
29724,segmento_3
20378,segmento_3
44606,segmento_1
7495,segmento_1
25339,segmento_3
44607,segmento_3
44608,segmento_2
44609,segmento_2
44610,segmento_3
44611,segmento_1
44612,segmento_3
44613,segmento_2
26271,segmento_3
44614,segmento_2
25099,segmento_2
44615,segmento_2
44616,segmento_3
25288,segmento_2
44617,segmento_3
44618,segmento_2
44619,segmento_3
7153,segmento_1
44620,segmento_3
44621,segmento_2
16314,segmento_3
11347,segmento_2
44622,segmento_2
44623,segmento_1
25240,segmento_1
44624,segmento_1
34651,segmento_2
44625,segmento_2
44626,segmento_2
44627,segmento_2
31627,segmento_3
30831,segmento_1
11257,segmento_3
44628,segmento_2
44629,segmento_2
44630,segmento_1
44631,segmento_1
44632,segmento_2
44633,segmento_3
21763,segmento_3
44634,segmento_3
44635,segmento_3
44636,segmento_3
44637,segmento_2
44638,segmento_3
44639,segmento_3
23213,segmento_2
44640,segmento_3
44641,segmento_4
44642,segmento_2
17168,segmento_2
44643,segmento_3
25148,segmento_2
44644,segmento_2
44645,segmento_2
44646,segmento_3
44647,segmento_3
44648,segmento_2
44649,segmento_3
44650,segmento_2
44651,segmento_2
44652,segmento_3
44653,segmento_2
44654,segmento_2
44655,segmento_2
44656,segmento_3
44657,segmento_3
44658,segmento_3
44659,segmento_2
44660,segmento_3
44661,segmento_3
44662,segmento_3
44663,segmento_3
25442,segmento_3
13712,segmento_1
44664,segmento_3
44665,segmento_3
44666,segmento_3
34649,segmento_3
44667,segmento_3
44668,segmento_2
26246,segmento_2
15931,segmento_3
44669,segmento_2
44670,segmento_2
44671,segmento_2
44672,segmento_3
30830,segmento_3
44673,segmento_2
44674,segmento_3
1934,segmento_3
44675,segmento_1
16582,segmento_3
44676,segmento_1
44677,segmento_1
44678,segmento_3
11249,segmento_2
44679,segmento_2
11228,segmento_1
44680,segmento_2
44681,segmento_1
44682,segmento_2
26270,segmento_3
20428,segmento_2
44683,segmento_2
44684,segmento_1
34375,segmento_2
44685,segmento_1
25444,segmento_2
20601,segmento_2
21199,segmento_1
44686,segmento_2
44687,segmento_2
13478,segmento_3
6804,segmento_3
26199,segmento_3
44688,segmento_3
44689,segmento_2
2047,segmento_2
44690,segmento_2
44691,segmento_2
44692,segmento_2
44693,segmento_3
44694,segmento_3
25757,segmento_3
44695,segmento_3
44696,segmento_3
44697,segmento_3
44698,segmento_2
44699,segmento_3
44700,segmento_1
44701,segmento_3
44702,segmento_2
44703,segmento_2
44704,segmento_3
44705,segmento_3
3139,segmento_3
44706,segmento_2
44707,segmento_2
12065,segmento_2
44708,segmento_3
44709,segmento_2
34988,segmento_2
44710,segmento_3
25486,segmento_3
44711,segmento_3
44712,segmento_2
44713,segmento_2
44714,segmento_2
1857,segmento_3
44715,segmento_3
44716,segmento_1
44717,segmento_3
21760,segmento_2
31352,segmento_2
44718,segmento_2
44719,segmento_1
44720,segmento_2
20885,segmento_3
44721,segmento_3
44722,segmento_2
44723,segmento_2
44724,segmento_3
44725,segmento_2
44726,segmento_1
44727,segmento_3
44728,segmento_1
11923,segmento_3
11319,segmento_4
44729,segmento_2
44730,segmento_3
44731,segmento_2
7262,segmento_1
30020,segmento_3
44732,segmento_1
44733,segmento_1
44734,segmento_1
44735,segmento_1
44736,segmento_1
16026,segmento_1
44737,segmento_3
44738,segmento_3
44739,segmento_2
44740,segmento_2
44741,segmento_3
44742,segmento_3
44743,segmento_3
44744,segmento_3
44745,segmento_1
44746,segmento_1
44747,segmento_3
34405,segmento_2
44748,segmento_2
44749,segmento_2
3296,segmento_2
44750,segmento_2
44751,segmento_3
11591,segmento_2
44752,segmento_2
44753,segmento_3
44754,segmento_2
20393,segmento_1
1863,segmento_2
1840,segmento_3
21742,segmento_2
35760,segmento_3
44755,segmento_2
44756,segmento_3
44757,segmento_1
44758,segmento_3
44759,segmento_2
2262,segmento_2
44760,segmento_3
44761,segmento_2
44762,segmento_2
44763,segmento_3
44764,segmento_2
44765,segmento_2
44766,segmento_2
44767,segmento_2
17653,segmento_2
25948,segmento_2
44768,segmento_2
30438,segmento_2
44769,segmento_2
7725,segmento_3
25349,segmento_3
44770,segmento_1
44771,segmento_2
44772,segmento_2
44773,segmento_3
27424,segmento_3
11438,segmento_3
16049,segmento_2
44774,segmento_1
44775,segmento_4
21525,segmento_1
44776,segmento_1
16119,segmento_2
44777,segmento_2
44778,segmento_2
44779,segmento_2
44780,segmento_3
44781,segmento_3
44782,segmento_2
44783,segmento_2
44784,segmento_2
44785,segmento_2
44786,segmento_3
44787,segmento_2
44788,segmento_3
30422,segmento_2
6950,segmento_1
29379,segmento_3
44789,segmento_2
9170,segmento_2
44790,segmento_3
44791,segmento_3
44792,segmento_3
44793,segmento_3
44794,segmento_2
44795,segmento_3
44796,segmento_3
44797,segmento_2
44798,segmento_2
44799,segmento_2
44800,segmento_2
2098,segmento_2
44801,segmento_3
44802,segmento_3
44803,segmento_3
2369,segmento_3
11915,segmento_3
44804,segmento_2
44805,segmento_3
22744,segmento_1
44806,segmento_3
44807,segmento_2
1969,segmento_3
25222,segmento_2
44808,segmento_1
34489,segmento_2
44809,segmento_3
20390,segmento_2
44810,segmento_2
44811,segmento_2
44812,segmento_2
36785,segmento_2
44813,segmento_2
44814,segmento_1
34558,segmento_1
34557,segmento_1
25304,segmento_1
44815,segmento_1
44816,segmento_2
30517,segmento_1
44817,segmento_1
44818,segmento_2
2042,segmento_2
2030,segmento_2
16621,segmento_3
44819,segmento_3
20688,segmento_3
11294,segmento_1
44820,segmento_3
44821,segmento_2
23167,segmento_3
44822,segmento_3
44823,segmento_3
44824,segmento_3
11630,segmento_3
44825,segmento_3
12160,segmento_2
44826,segmento_3
44827,segmento_3
25206,segmento_2
44828,segmento_2
25434,segmento_2
44829,segmento_3
7092,segmento_3
44830,segmento_2
29828,segmento_3
44831,segmento_2
44832,segmento_3
44833,segmento_2
44834,segmento_2
44835,segmento_3
44836,segmento_2
15830,segmento_3
44837,segmento_1
44838,segmento_1
44839,segmento_2
2385,segmento_4
44840,segmento_3
44841,segmento_3
29730,segmento_3
15781,segmento_3
26572,segmento_3
44842,segmento_2
44843,segmento_3
44844,segmento_4
44845,segmento_2
44846,segmento_3
44847,segmento_3
44848,segmento_2
12028,segmento_3
2220,segmento_3
44849,segmento_2
44850,segmento_2
25654,segmento_2
12019,segmento_2
44851,segmento_1
44852,segmento_3
44853,segmento_3
44854,segmento_2
44855,segmento_2
44856,segmento_3
44857,segmento_2
44858,segmento_2
44859,segmento_4
30027,segmento_2
21251,segmento_1
44860,segmento_2
44861,segmento_3
44862,segmento_3
44863,segmento_3
20683,segmento_3
44864,segmento_3
44865,segmento_3
44866,segmento_3
44867,segmento_2
44868,segmento_3
25925,segmento_2
44869,segmento_1
44870,segmento_3
44871,segmento_2
30264,segmento_2
27401,segmento_2
44872,segmento_3
44873,segmento_2
44874,segmento_2
18697,segmento_2
44875,segmento_2
44876,segmento_2
30559,segmento_3
44877,segmento_2
7421,segmento_2
44878,segmento_3
35015,segmento_3
44879,segmento_2
44880,segmento_2
44881,segmento_3
26196,segmento_3
36822,segmento_2
3662,segmento_3
44882,segmento_3
44883,segmento_2
44884,segmento_2
44885,segmento_2
44886,segmento_2
44887,segmento_2
44888,segmento_3
35065,segmento_2
44889,segmento_2
44890,segmento_3
2431,segmento_3
35287,segmento_2
44891,segmento_2
44892,segmento_2
21666,segmento_2
44893,segmento_2
44894,segmento_2
44895,segmento_2
20654,segmento_3
1937,segmento_4
44896,segmento_2
44897,segmento_2
44898,segmento_2
44899,segmento_2
44900,segmento_1
44901,segmento_1
44902,segmento_1
44903,segmento_2
44904,segmento_3
12210,segmento_2
44905,segmento_4
44906,segmento_3
44907,segmento_3
44908,segmento_3
20687,segmento_2
44909,segmento_3
44910,segmento_3
30093,segmento_2
44911,segmento_2
44912,segmento_2
2050,segmento_2
25966,segmento_2
20567,segmento_3
21526,segmento_2
12744,segmento_1
8136,segmento_1
44913,segmento_3
44914,segmento_2
44915,segmento_2
2140,segmento_3
16436,segmento_2
44916,segmento_2
15897,segmento_3
44917,segmento_2
44918,segmento_2
44919,segmento_2
44920,segmento_3
44921,segmento_2
44922,segmento_2
8585,segmento_3
44923,segmento_3
44924,segmento_3
30253,segmento_2
44925,segmento_3
44926,segmento_3
44927,segmento_3
44928,segmento_2
25608,segmento_3
44929,segmento_2
44930,segmento_3
44931,segmento_3
6947,segmento_2
44932,segmento_3
44933,segmento_2
44934,segmento_3
44935,segmento_2
30152,segmento_3
2860,segmento_3
44936,segmento_3
44937,segmento_2
44938,segmento_2
44939,segmento_1
44940,segmento_3
30200,segmento_3
44941,segmento_4
44942,segmento_3
44943,segmento_2
44944,segmento_3
16540,segmento_3
44945,segmento_3
44946,segmento_3
44947,segmento_3
44948,segmento_3
44949,segmento_2
44950,segmento_2
44951,segmento_3
44952,segmento_2
44953,segmento_2
44954,segmento_3
44955,segmento_3
44956,segmento_2
2747,segmento_3
44957,segmento_2
20702,segmento_2
44958,segmento_2
44959,segmento_2
44960,segmento_4
44961,segmento_2
11549,segmento_2
44962,segmento_2
16219,segmento_3
44963,segmento_3
44964,segmento_2
44965,segmento_3
44966,segmento_1
44967,segmento_1
44968,segmento_1
44969,segmento_1
44970,segmento_1
44971,segmento_3
44972,segmento_2
44973,segmento_3
44974,segmento_4
44975,segmento_3
44976,segmento_4
44977,segmento_2
26042,segmento_2
44978,segmento_3
44979,segmento_2
16059,segmento_2
44980,segmento_3
44981,segmento_2
44982,segmento_2
44983,segmento_3
44984,segmento_3
44985,segmento_3
44986,segmento_3
16794,segmento_3
44987,segmento_3
44988,segmento_2
44989,segmento_3
44990,segmento_2
44991,segmento_2
44992,segmento_2
36929,segmento_3
44993,segmento_3
2590,segmento_2
44994,segmento_3
20398,segmento_2
44995,segmento_3
36435,segmento_3
29937,segmento_2
44996,segmento_2
44997,segmento_3
1881,segmento_3
44998,segmento_3
44999,segmento_1
45000,segmento_1
45001,segmento_1
45002,segmento_2
25484,segmento_3
45003,segmento_2
2252,segmento_2
1885,segmento_3
45004,segmento_2
25315,segmento_3
2345,segmento_2
45005,segmento_2
45006,segmento_2
45007,segmento_2
45008,segmento_2
45009,segmento_3
45010,segmento_3
45011,segmento_3
45012,segmento_3
31638,segmento_3
45013,segmento_2
8640,segmento_2
45014,segmento_2
45015,segmento_3
45016,segmento_2
45017,segmento_2
20524,segmento_4
45018,segmento_2
45019,segmento_2
45020,segmento_3
14048,segmento_2
11312,segmento_2
1876,segmento_3
45021,segmento_3
34451,segmento_3
45022,segmento_2
45023,segmento_2
45024,segmento_2
6589,segmento_3
45025,segmento_3
25118,segmento_2
45026,segmento_2
35261,segmento_1
45027,segmento_3
31379,segmento_1
45028,segmento_3
45029,segmento_1
45030,segmento_2
45031,segmento_2
14031,segmento_1
11626,segmento_3
45032,segmento_1
45033,segmento_3
45034,segmento_2
45035,segmento_4
45036,segmento_3
45037,segmento_2
45038,segmento_3
45039,segmento_2
45040,segmento_3
45041,segmento_2
45042,segmento_1
45043,segmento_2
45044,segmento_2
45045,segmento_2
45046,segmento_2
45047,segmento_3
35008,segmento_4
25312,segmento_3
45048,segmento_3
45049,segmento_3
45050,segmento_2
45051,segmento_2
45052,segmento_3
45053,segmento_3
45054,segmento_1
34450,segmento_1
45055,segmento_2
45056,segmento_2
45057,segmento_2
6594,segmento_3
45058,segmento_1
45059,segmento_3
45060,segmento_2
45061,segmento_1
45062,segmento_1
45063,segmento_2
45064,segmento_2
2261,segmento_2
45065,segmento_3
45066,segmento_2
45067,segmento_1
45068,segmento_3
2179,segmento_3
12046,segmento_2
9033,segmento_2
45069,segmento_2
45070,segmento_2
6807,segmento_2
45071,segmento_2
34465,segmento_3
45072,segmento_3
45073,segmento_3
21803,segmento_2
45074,segmento_3
45075,segmento_2
45076,segmento_3
45077,segmento_2
2240,segmento_2
45078,segmento_2
25512,segmento_3
15968,segmento_2
45079,segmento_3
45080,segmento_2
2366,segmento_3
45081,segmento_2
45082,segmento_3
45083,segmento_1
45084,segmento_1
20564,segmento_2
45085,segmento_2
45086,segmento_1
45087,segmento_2
45088,segmento_2
45089,segmento_3
30594,segmento_2
31179,segmento_3
45090,segmento_2
45091,segmento_3
45092,segmento_4
20714,segmento_2
45093,segmento_3
45094,segmento_1
45095,segmento_1
45096,segmento_3
45097,segmento_3
45098,segmento_3
45099,segmento_2
45100,segmento_1
17193,segmento_1
45101,segmento_1
45102,segmento_3
45103,segmento_3
45104,segmento_3
11216,segmento_3
45105,segmento_2
45106,segmento_2
20484,segmento_3
45107,segmento_2
45108,segmento_3
45109,segmento_2
45110,segmento_2
45111,segmento_2
2195,segmento_3
30323,segmento_2
45112,segmento_1
45113,segmento_2
45114,segmento_3
45115,segmento_3
45116,segmento_2
45117,segmento_2
45118,segmento_2
45119,segmento_3
45120,segmento_2
45121,segmento_4
25606,segmento_3
45122,segmento_3
45123,segmento_2
45124,segmento_2
17715,segmento_2
45125,segmento_3
45126,segmento_2
45127,segmento_3
45128,segmento_2
30780,segmento_3
45129,segmento_1
3014,segmento_2
2094,segmento_2
11531,segmento_1
45130,segmento_2
45131,segmento_3
22609,segmento_2
45132,segmento_3
25524,segmento_2
45133,segmento_3
45134,segmento_3
34940,segmento_3
45135,segmento_1
45136,segmento_3
45137,segmento_2
45138,segmento_2
45139,segmento_2
30069,segmento_3
45140,segmento_3
45141,segmento_3
45142,segmento_1
45143,segmento_2
34983,segmento_3
45144,segmento_3
45145,segmento_3
45146,segmento_3
45147,segmento_3
45148,segmento_1
45149,segmento_2
45150,segmento_3
45151,segmento_2
45152,segmento_2
45153,segmento_3
30185,segmento_2
45154,segmento_2
45155,segmento_2
20684,segmento_3
45156,segmento_3
35244,segmento_3
45157,segmento_2
45158,segmento_2
45159,segmento_2
45160,segmento_1
45161,segmento_1
2594,segmento_3
26810,segmento_1
45162,segmento_3
45163,segmento_3
45164,segmento_2
45165,segmento_2
45166,segmento_2
23166,segmento_2
12713,segmento_3
17261,segmento_2
45167,segmento_3
17137,segmento_2
45168,segmento_3
45169,segmento_2
45170,segmento_3
45171,segmento_2
45172,segmento_3
45173,segmento_2
45174,segmento_2
45175,segmento_3
45176,segmento_2
45177,segmento_3
45178,segmento_1
45179,segmento_3
45180,segmento_3
45181,segmento_2
45182,segmento_2
45183,segmento_3
45184,segmento_1
21726,segmento_1
45185,segmento_2
34538,segmento_3
11403,segmento_2
45186,segmento_2
45187,segmento_2
20756,segmento_2
45188,segmento_3
45189,segmento_3
25500,segmento_4
45190,segmento_3
45191,segmento_2
45192,segmento_3
1846,segmento_3
45193,segmento_3
11213,segmento_3
45194,segmento_1
45195,segmento_2
45196,segmento_3
29843,segmento_2
20424,segmento_3
45197,segmento_2
45198,segmento_4
25371,segmento_2
45199,segmento_2
45200,segmento_2
45201,segmento_3
45202,segmento_1
